eid,doi,year,authors,first_author,title,journal,issn,eissn,volume,pages,citedby,openaccess,authkeywords,abstract,ajg2024,ajg_field,screen_decision,screen_reason,screen_notes
2-s2.0-105026117270,10.1016/j.techfore.2025.124499,2026,Giordino D.; Ballesio E.; Alshaghdali N.; Galgotia D.,Giordino D.,"The relationship between organizational focus on AI, financial growth and sustainable development: Evidence from Europe",Technological Forecasting and Social Change,00401625,,224,,1,1,Artificial intelligence | ESG performance | Europe | Financial performance | Sustainable development goals,"This study examines the link between organizations' focus on AI and their environmental, social, and governance (ESG) score. Furthermore, this study examines the relationship between organizations' AI focus and financial performance, measured by return on assets (ROA) and Tobin's Q. This manuscript relies on observations from a balanced panel of data comprising 432 publicly listed companies headquartered in Europe. The sample excludes banks and insurance companies, given their distinct accounting, governance, and capital structure standards. The sample consists of observations spanning from 2015 to 2023. Observations are gathered from LSEG Data & Analytics. We conduct baseline regression models. To ensure rigor, we also applied Hausman tests, variance inflation factors (VIF), and several robustness checks. The present manuscript is grounded in the economic theory framework. The empirical findings indicate: I) a positive and significant association between organizations' AI focus and their environmental (b = 0.127***; p = 0.001) and social pillar scores (b = 0.072**; p = 0.023); II) a positive and significant link with financial performance (ROA: b = 0.094**; p = 0.012; TobinQ: 0.103*; p = 0.051) and; III) a positive but statistically insignificant relationship with governance pillar scores (b = 0.030; p = 0.166). The obtained results yield significant contributions to both theory and practice. Specifically, the obtained results clarify and reconcile previously heterogeneous findings in the literature. Furthermore, it emphasizes that an organizational focus on AI may contribute to advancing the United Nations Sustainable Development Goals, while simultaneously enhancing financial performance.",3,INNOV,include,,"AI focus -> ESG + ROA/Tobin Q, panel 432 European listed firms"
2-s2.0-105033690259,10.1080/00036846.2026.2646327,2026,Guo X.; Song X.; Yang L.,Guo X.,Does AI investment fuel the demand for foreign skilled labor? Insights from H-1B applications,Applied Economics,00036846,14664283,,,0,0,artificial intelligence | H-1B visa | immigration | technology and employment,"The debate over the H-1B visa (a temporary, non-immigrant visa that allows U.S. employers to hire foreign workers in speciality occupations) in the United States has been longstanding and often contentious. This study finds a positive impact of artificial intelligence (AI) investment on firms’ H-1B visa applications, suggesting that firms investing in AI are more likely to hire highly skilled foreign workers. To address potential endogeneity concerns, we employ two identification strategies: propensity score matching and instrumental variable analysis. We further observe that higher R&D expenditure, stronger sales growth, and greater capital investments are associated with increased demand for H-1B visas, particularly among firms with higher AI investment. Additional analyses show that H-1B petitions are linked to enhanced firm performance and innovation outcomes. By connecting AI investment with foreign labour demand, this study offers valuable insights for business leaders and policymakers navigating the evolving intersection of technological advancement and workforce composition.",2,ECON,exclude,E4,"outcome = H-1B visa applications (labour demand), performance only secondary"
2-s2.0-105018599848,10.1007/s11142-025-09916-1,2026,Jia N.; Li N.; Ma G.; Xu D.,Jia N.,Corporate responses to generative AI: early evidence from conference calls,Review of Accounting Studies,13806653,15737136,31,649-703,2,0,ChatGPT | Conference call | Financial analysts | Generative AI | Market reaction,"We provide early evidence of corporate responses to generative artificial intelligence (GAI) through managerial discussions of GAI in conference calls after ChatGPT’s release in November 2022. Following the release, these managerial discussions increase substantially, and most discussions have positive tone and contain action initiatives. The increase is more pronounced for larger firms, growth firms, younger firms, and those in high-tech industries. The largest increase is observed in the industry of business equipment—computers, software, and electronic equipment—while the utilities, chemicals and allied products, and oil, gas, and coal extraction industries experience the smallest increases. Managers of firms with greater innovation intensity (reflected in patent filings), cybersecurity threats, labor exposure to AI, and customer operations are more likely to increase GAI discussions. The results are primarily driven by positive-tone discussions and those with action initiatives. Analyst discussions of GAI exhibit similar patterns, except for patent filings. Finally, managers’ GAI discussions inform investors.",4,ACCOUNT,exclude,E4,"outcome = GAI discussion behaviour in conference calls, no performance"
2-s2.0-105032687137,10.1111/sjpe.70055,2026,Kazakis P.,Kazakis P.,Conditional Gains: When AI Investment Enhances Firm Efficiency,Scottish Journal of Political Economy,00369292,14679485,,,0,1,artificial intelligence | financing horizon | firm efficiency | investor horizon | managerial ability | market power,"The rapid adoption of artificial intelligence (AI) has raised questions about its effect on firm performance. Using a labor-based measure of AI investment, the baseline results show no direct association between AI investment and firm efficiency. The heterogeneity analysis indicates that efficiency gains materialize primarily when firms pair AI with capable managers, face stronger competitive pressure, have more stable institutional investor ownership, and are able to secure long-term debt.",2,ECON,include,,"AI investment -> firm efficiency ONLY under conditions (managers, competition, ownership, debt)"
2-s2.0-105032846615,10.1016/j.techsoc.2026.103293,2026,Khan T.M.; Khan M.A.; Popesko B.,Khan T.M.,The strategic role of Artificial Intelligence in Attracting Foreign Institutional Investors: A comparative analysis of new and old firms,Technology in Society,0160791X,,86,,0,1,Artificial Intelligence | Firm Age | Firm performance | Foreign institutional investors,"The rapid advancements in artificial intelligence (AI) and its deployment by firms are important factors in attracting investors. By using the data of A-share Chinese listed firms from 2016 to 2022, this study attempts to estimate the possible linkage of AI adoption by firms in appealing the Foreign Institutional Investors (Foreign II's). The study findings indicate the following: (1) AI is positively linked to Foreign II's. (2) The heterogeneity analysis shows that this linkage is stronger in new firms. (3) Firm performance significantly improves the relationship between AI and Foreign II's. (4) In contrast, firm age negatively influences this relationship. After employing several robustness tests, the study findings remain validated. Overall, we provide important insights and actionable references to support the strategic incorporation of AI into organizational operations, aiming to attract foreign investments.",2,SOC SCI,exclude,E4,"outcome = attracting foreign institutional investors, not performance"
2-s2.0-105019397654,10.1080/01605682.2025.2570407,2026,Leung E.K.H.; Balan N.; Lee C.K.H.; Xie S.,Leung E.K.H.,The Generative Artificial Intelligence large language product design multi-model framework for manufacturing operations,Journal of the Operational Research Society,01605682,14769360,77,2044-2070,8,1,automation | conceptual product design | Generative Adversarial Network | Generative Artificial Intelligence | Large Language Model | manufacturing,"Product conceptual design is paramount in targeting specific customer segments, elevating brand equity, and ultimately boosting revenue sources. In the era of digitalisation, Generative Artificial Intelligence (GAI) is emerging to advance this process. This study introduces a pioneering framework, namely Generative Artificial Intelligence Product Designer (GAI-PD), that harnesses the power of GAI to revolutionise the design generation process, fostering efficiency, creativity, and responsible Artificial Intelligence (AI) adoption. GAI-PD is a novel multi-model framework integrating Generative Adversarial Network (GAN) and Large Language Model (LLM) that empowers designers to leverage GAN’s capabilities for realistic visual output and LLM’s natural language interaction. A comprehensive case example demonstrates the framework’s effectiveness, achieving 90.23% accuracy in generating valid design concepts and showing that hyperparameter tuning can significantly enhance image quality. From a managerial perspective, the findings indicate that adopting the GAI-PD framework can substantially reduce product development cycle times and accelerate time-to-market, offering a distinct competitive advantage. The study also explores avenues for future research, such as using advanced GAI models for high-resolution design generation and automated design evaluation, ultimately paving the way for enhanced design processes in diverse domains and promoting responsible AI adoption.",3,OR&MANSCI,exclude,E3,GAI product-design framework built + demoed by researchers
2-s2.0-105033074926,10.1016/j.ijpe.2026.110010,2026,Li L.; Shi R.; Zhang R.; Chen L.,Li L.,How can firms leverage responsible artificial intelligence to build competitive advantages? The role of supply chain justice and complexity,International Journal of Production Economics,09255273,,297,,0,0,Competitive advantages | Organizational justice theory | Responsible AI | Supply chain complexity | Supply chain justice,"In highly interconnected supply chains, firms are increasingly adopting artificial intelligence (AI) to improve their forecasting, resource allocation, and responsiveness. However, opaque and bias-prone algorithms can obscure decision-making processes and undermine collaboration between supply chain partners. Responsible AI, in which AI is designed, developed, and deployed in such a way that ensures its ethical conduct, transparency, and alignment with human values, offers a potential remedy, but its relational effects in supply chains remain unclear. Drawing on organizational justice theory, we test whether supply chain justice, encompassing both distributive and procedural justice, mediates the responsible AI–competitive advantage link, with supply chain complexity as a boundary condition. Survey data from 218 Chinese firms show that responsible AI fosters both distributive and procedural justice, which in turn facilitates firms’ competitive advantages. Further, we identify an asymmetric moderating effect: high supply chain complexity weakens the mediating effect of distributive but not procedural justice. Our study advances the research on AI-enabled supply chains by identifying how ethical AI practices can foster firm performance via supply chain justice and when supply chain complexity weakens this effect. Practically, our findings suggest that in complex supply networks, ensuring transparent and consistent decision-making processes provides a more robust mechanism for sustaining competitive advantages compared with focusing only on outcome allocation.",3,OPS&TECH,include,,"responsible AI -> supply chain justice -> competitive advantage, survey n=218, complexity condition"
2-s2.0-105029770923,10.1016/j.jbusres.2026.115974,2026,Li L.; Wu M.; Liu Y.; Jin Y.; Li Q.,Li L.,From opportunity to advantage: how firms can leverage generative AI affordances to drive success in competitive markets,Journal of Business Research,01482963,,206,,4,0,Affordance theory | Competitive advantages | Competitive intensity | Generative AI | Technological opportunism,"Although firms with a proactive technology stance are increasingly adopting generative artificial intelligence (GenAI) to enhance competitiveness, integrating GenAI into business operations presents significant challenges. To address this dilemma, we ground in affordance theory to explore how firms can leverage GenAI affordances to transform technological opportunism (TO) into sustained competitive advantages, particularly in highly competitive environments. We draw on survey data from 223 firms spanning different industries in China and find that three GenAI affordances—organizational memory, collaborative, and creational affordances—mediate the relationship between TO and competitive advantages. Moreover, competitive intensity amplifies the mediation effect of creational affordance instead of the mediation effects of organizational memory and collaborative affordances. We add to the extant AI-driven business literature by emphasizing the mechanisms behind the TO–competitive advantages link from the perspective of GenAI affordances. Lastly, our findings provide practical guidance for managers aiming to harness GenAI effectively.",3,ETHICS-CSR-MAN,include,,"GenAI affordances mediate tech opportunism -> competitive advantage, survey n=223"
2-s2.0-105043395858,10.1080/1540496X.2026.2691898,2026,Lin M.; Chang C.L.; Zheng Z.; Fang M.,Lin M.,Navigating the AI–TFP Nexus: Internal Control Quality as a Key Mediator in Chinese Listed Firms,Emerging Markets Finance and Trade,1540496X,15580938,,,0,0,Artificial intelligence | Internal Control Quality | total factor productivity,"While artificial intelligence (AI) is widely recognized for its transformative potential, the precise pathways through which it enhances firm productivity need further exploration. This research investigates the impact of AI adoption on total factor productivity (TFP) within Chinese A-share listed companies from 2007 to 2022. We find a significant positive effect of AI on firm-level TFP, a result that holds under a series of rigorous robustness checks. Importantly, we identify a key transmission mechanism: the positive relationship between AI and TFP is partially channeled through enhanced internal control quality (ICQ). This indicates that AI-driven improvements in organizational governance and risk management constitute a vital link to TFP gains. These findings highlight that the strategic integration of AI with robust ICQ systems is crucial for firms realizing their full productivity-enhancing potential, especially those in emerging markets.",2,FINANCE,include,,"AI adoption -> TFP via internal control quality, Chinese listed 2007-2022"
2-s2.0-105023874015,10.1016/j.irfa.2025.104830,2026,Lin N.; Li A.; Geng Y.; Yao J.; Liu C.,Lin N.,The role of artificial intelligence in enhancing firm investment efficiency,International Review of Financial Analysis,10575219,,109,,4,0,Artificial intelligence | Financial health | Firm investment efficiency | Innovation capability,"This paper investigates the effect of artificial intelligence (AI) on firm investment efficiency. The results show that AI can significantly enhance the investment efficiency of enterprises. This effect is more pronounced in high knowledge-intensity firms, high R&D-intensity firms, and firms with sound internal controls. Mechanism analysis reveals that AI contributes to improved investment efficiency by enhancing innovation capabilities and strengthening the financial health of firms. Furthermore, we find that AI adoption may lead to a rise in firm value. This study adds new insights to how AI influences firms' financial and strategic decision-making, providing a valuable reference for policymakers. It offers guidance for the government in formulating policies that promote intelligent transformation and encourage enterprises to leverage AI for innovation and improved investment efficiency.",3,FINANCE,include,,AI -> investment efficiency + firm value; knowledge/R&D/controls conditions
2-s2.0-105034972564,10.1016/j.irfa.2026.105163,2026,Liu D.; Zou Y.; Wang B.; He X.,Liu D.,Artificial intelligence as a merger and acquisition catalyst: A resource-based view,International Review of Financial Analysis,10575219,,114,,0,0,AI adoption | Cash holdings | M&A | Marketization,"Mergers and acquisitions (M&A) are pivotal strategic decisions that shape firm evolution. Drawing on the resource−based view, this study uses data from publicly listed firms in China from 2007 to 2024 to examine how artificial intelligence (AI) adoption influences M&A activity. We find that AI adoption significantly increases a firm’s likelihood of pursuing M&A, with the effect especially pronounced among firms with abundant cash holdings and those operating in less−developed market environments. The relationship is also stronger for privately owned enterprises, and AI adoption is associated with improved long−term firm value. By linking technological capability with strategic outcomes, this study deepens our understanding of modern M&A drivers, highlighting the critical interplay between internal resources and institutional contexts.",3,FINANCE,include,,"AI adoption -> M&A likelihood + long-term firm value, listed China 2007-2024"
2-s2.0-105043497908,10.1016/j.techsoc.2026.103434,2026,Liu Z.; Weng Z.; Yu S.,Liu Z.,AI-enabled innovation and firm growth in the Asia–Pacific region: Multilevel and experimental evidence on regulatory climate,Technology in Society,0160791X,,88,,0,0,AI-enabled innovation | Digital transformation | Economic growth | experimental vignette | Firm productivity | Institutional theory | Moderated mediation | Multilevel modeling | Regulatory climate,"The present research investigates how AI-enabled innovation translates into firm productivity and economic growth under varying regulatory conditions. The primary goal of this study is to explain when and how firms are able to convert AI-enabled innovation into measurable productivity gains and sustained growth, and under which regulatory environments these effects are strengthened or constrained. Drawing on institutional and contingency perspectives, two complementary studies are conducted to test a moderated mediation model. Study 1 employs multilevel survey data from 420 firms across multiple regions, analyzed using hierarchical linear modeling. Results suggest that AI-enabled innovation is associated with firm growth both directly and indirectly through productivity gains, with the strength of the innovation–productivity link contingent on the regional regulatory climate. Study 2 adopts an experimental vignette design with 360 managerial participants to provide causal evidence. Regulatory clarity and supportive enforcement are manipulated, and results indicate that clear and supportive environments are associated with higher levels of intended AI investment, productivity expectations, deployment speed, and growth projections. Mediation analyses confirm that productivity expectations transmit the effects of regulatory conditions to growth, and moderated mediation findings reveal that the productivity pathway is strongest when both clarity and supportiveness are present. Together, these studies provide convergent evidence that institutional environments may amplify the benefits of AI adoption, offering actionable implications for innovation and regulatory policy by showing that environmental policies emphasizing regulatory clarity, consistent enforcement, and experimentation-friendly frameworks are likely to play an important role in enabling firms to translate AI investments into productivity improvements and economic growth.",2,SOC SCI,include,,AI-enabled innovation -> productivity/growth under regulatory climate; multilevel + experiment
2-s2.0-105037883399,10.1007/s11146-026-10063-w,2026,Lokanan M.,Lokanan M.,Detecting Illicit Investment in Real Estate: a Machine‑Learning Approach to Rare‑Event AML Risk,Journal of Real Estate Finance and Economics,08955638,1573045X,,,0,0,Beneficial ownership opacity | Machine learning | Money laundering | Rare‑event classification | Rational Choice Theory | Real estate,"Illicit investment in residential real estate poses persistent challenges for anti–money‑laundering (AML) enforcement due to ownership opacity, fragmented data, and the scarcity of confirmed criminal cases. This study evaluates supervised machine‑learning and neural‑network models to determine their ability to detect properties linked to criminal activity and to identify the most influential predictors of illicit investment. Using a rare‑event dataset and cross‑validated modelling framework, the analysis shows that meaningful patterns can be detected despite extreme class imbalance. Across logistic regression, Random Forest, XGBoost, CART oversampling experiments, and an artificial neural network, consistent predictors—market_value, owner_legal_person, owner_owns_multiple, land_acres, and out_of_state_owner—emerge as central risk indicators. The findings support Rational Choice Theory by illustrating how offenders exploit structural vulnerabilities to maximize utility. Policy implications include property‑level risk scoring, early‑warning systems, and enhanced support for gatekeepers. Machine‑learning approaches show strong potential to strengthen real‑estate AML frameworks.",3,FINANCE,exclude,E3,ML detects illicit real-estate investment; AI as method
2-s2.0-105029297922,10.1186/s40854-025-00852-2,2026,Ma B.; Zhou L.; Mu Y.; Chen Y.; Zhang J.,Ma B.,Impact of CEO perceived dominance on corporate financial performance: an empirical study based on facial feature extraction via deep learning,Financial Innovation,,21994730,12,,0,1,CEO perceived dominance | Corporate financial performance | Deep learning | Facial feature extraction | Information flow and sharing,"Perceived dominance, which can be formed on the basis of the facial features of a chief executive officer (CEO), can affect the behavior of other firm members (i.e., other executives and subordinates) and impact corporate outcomes. However, a consensus has yet to be reached on the association between CEO perceived dominance and corporate financial performance owing to limitations in sample representativeness, measurement errors, and empirical strategies of previous studies. This study investigates the impact of CEO perceived dominance on corporate financial performance through facial feature extraction via deep learning, which can provide robust and causal insights from a large dataset spanning a long time period of 30 years. Furthermore, this study explores the mechanism of the impact of CEO perceived dominance from the perspective of information flow and sharing by investigating the moderating effects of CEOs’ nonsalary compensation, board size, and the number of business segments. The results indicate that the degree of CEO perceived dominance is negatively associated with corporate financial performance and that a CEO’s high nonsalary compensation, large board size, and large number of business segments can attenuate the negative association. Our findings can deepen the theoretical understanding of the impact of CEO perceived dominance on corporate financial performance and provide managerial implications for the decision-making of investors.",2,FINANCE,exclude,E3,deep-learning facial analysis of CEOs; AI as method
2-s2.0-105022205518,10.1016/j.techsoc.2025.103108,2026,Mehmood K.; Kautish P.; Basahel S.; Fiano F.; Papa A.,Mehmood K.,"Unseen seeds, green minds in the digital era: How SMEs foster innovation through green intellectual capital, AI, and resource commitment",Technology in Society,0160791X,,84,,9,0,Artificial intelligence | Green intellectual capital | Innovation performance | Knowledge based view paradigm | Resource commitment | Tacit knowledge,"The rapid acceleration of digital transformation has profoundly reshaped societal operations, with Artificial Intelligence (AI) and the Metaverse emerging as key drivers of change. The strategic integration of tacit knowledge and advanced technologies is crucial for enhancing innovation performance and maintaining a competitive advantage in the global economy. This study explores how tacit knowledge sharing influences innovation performance (IP), with a focus on green intellectual capital (GIC), AI, and resource commitment (RC). To examine these relationships, a survey was conducted in three phases among small and medium-sized manufacturing firms in Canada and the UAE, collecting data from 317 UAE and 383 Canadian SMEs. The findings show that GIC plays a key role in linking tacit knowledge sharing to IP, while AI influences how tacit knowledge interacts with GIC, which consists of green human, relational, and structural capital. Additionally, RC strengthens the connection be-tween GIC and IP, reinforcing the importance of resource investment in sustainability and innovation. The originality of this study comes from exploring how AI influences the connection between tacit knowledge and GIC, as well as how RC impacts the link between GIC and IP. The study also recognizes its limitations and outlines areas for future research, encouraging further research into the role of knowledge and technology in driving innovation.",2,SOC SCI,exclude,E3,FULL-TEXT VERDICT: AI explicitly modeled as moderator (sec. 2.4); focal relation = tacit knowledge sharing -> green intellectual capital -> innovation performance; AI not the investment object
2-s2.0-105041474395,10.1108/IJQRM-02-2025-0082,2026,Mukherjee S.; Panigrahi R.R.; Khan S.A.; Cotha K.,Mukherjee S.,Artificial intelligence and service performance: empirical findings from the hospitality sector,International Journal of Quality and Reliability Management,0265671X,17586682,,1-26,0,0,Artificial intelligence (AI) | Hospitality sector | Service performance | Technology acceptance model (TAM) | Technology-organisational-environmental (TOE),"Purpose – This study aims to analyse the factors influencing AI adoption in the hospitality sector, utilising the technology acceptance model (TAM) and the technology-organisational-environmental (TOE) framework to understand how Industry 4.0 pressures drive the integration of emerging technologies, such as artificial intelligence (AI). Design/methodology/approach – Data were collected via structured questionnaires from 312 valid responses from luxury hotels offering lodging and food services, and the hypotheses were tested using structural equation modelling. Findings – This study demonstrates that perceived ease of use, competitive pressure, robust IT infrastructure and supportive government policies significantly drive AI adoption, thereby enhancing service performance. These factors also supplement each other: technological innovations enable new functionality, organisational preparation prepares for implementation and exogenous factors accelerate adoption processes, all together building significant momentum for the digital transformation of the hospitality industry. Practical implications – The results give a hotel management, policy, and tourism stakeholder AI technology deployment strategic framework for boosting service performance, operation efficiency improvement and competitive advantage entrenchment during an industry being accelerated digitalised at a greater speed. Originality/value – This study advances the literature by offering a novel, integrative perspective on AI adoption in the hospitality sector through the combined application of the TAM and the TOE framework. Positioned within a developing economy, it adopts a rigorous empirical lens to foreground organisational decision-making, thereby moving beyond the dominant customer-centric discourse. Further, by empirically linking AI adoption with service performance outcomes, the study bridges the critical gap between adoption intent and operational realisation, with particular relevance to the underexplored context of luxury hotels in India.",2,OPS&TECH,include,,"AI adoption drivers -> service performance, SEM n=312 luxury hotels"
2-s2.0-105039325845,10.1108/JOEPP-08-2025-0730,2026,Nazir M.A.; Azam I.; Zhu X.,Nazir M.A.,"Strategic HR in the digital era: synergising retention, inclusion and AI-driven practices for organisational performance in the IT industry",Journal of Organizational Effectiveness,20516614,20516622,,1-30,0,2,AI-Driven HR practices | Diversity and inclusion | Emerging markets | Human resource management | Resource-based view | Talent retention,"Purpose – Despite growing recognition of human resource management (HRM)'s strategic importance in technology-driven sectors, limited research examines how talent retention, diversity and inclusion (D&I) and technological integration interconnect within emerging markets confronting brain drain, sociocultural barriers and weak institutional frameworks. This study investigates how information technology (IT) firms in Pakistan design and implement these HRM practices and strategies, impacting employee engagement and organisational performance. Design/methodology/approach – Guided by the resource-based view (RBV), this qualitative multi-site study employed hybrid semi-structured interviews with 16 HR professionals across 8 IT organisations of varying sizes in 4 Pakistani cities. Rigorous thematic analysis revealed how strategic HRM practices function as valuable, rare, inimitable and non-substitutable (VRIN) resources generating sustainable competitive advantage. Findings – Three interconnected themes as HRM practices and strategies emerged: talent retention through promotional policies, personalised recognition and trust-based management addressing turnover and migration; D&I via blind recruitment, culturally aware leadership and cultural celebrations navigating deep-rooted barriers; and technological integration deploying HRIS platforms, artificial intelligence (AI) tools (IBM Watson, HireVue) and predictive analytics whilst prioritising ethical governance. Organisations synergistically integrating all three practices achieved superior outcomes. A proposed framework illustrates synergistic effects enhancing employee engagement and performance. Practical implications – Practically, organisations should adopt synergistic HRM approaches integrating career development pathways, recognition-based compensation, flexible work arrangements, blind recruitment practices, cultural diversity celebrations and HRIS/AI platforms (IBM Watson, SAP SuccessFactors) supported by comprehensive ethical governance and staff training programmes. Originality/value – Addressing critical gaps in emerging market HRM research, this study extends RBV by demonstrating how strategically integrated practices transform talent retention, diversity and AI technologies into VRIN-based assets despite pervasive brain drain and institutional deficits. The framework breaks new ground by positioning ethical AI governance as a trust-building imperative. HR practitioners gain evidence-based blueprints for turning resource constraints and cultural complexities into strategic advantages through responsible technological transformation.",2,HRM&EMP,exclude,E3,"object = HRM strategy bundle; AI only one component, no AI-specific effect"
2-s2.0-105027545838,10.1016/j.techfore.2026.124538,2026,Patel P.C.,Patel P.C.,Navigating the gambit: Unfavorable market responses to AI-based service patents in manufacturing firms,Technological Forecasting and Social Change,00401625,,225,,0,0,AI patents | Idiosyncratic volatility | Servitization | Stock market reactions | Tangibility,"Drawing on transaction cost economics and organizational information processing theory, we challenge the espoused benefits of AI in servitization by demonstrating that stock market reactions to service technology patents with high AI scores are negative. In a sample of 1306 service technology patents and 758,143 non-service technology patents from 3899 manufacturing firms (1980–2020), we find that idiosyncratic volatility mitigates this negative reaction, while tangibility shows no such effect. Decade-wise analysis reveals effects are significant only in the 2010s and 2020s, suggesting evolving market perceptions of AI-driven servitization. Results hold across matched-pair sampling, non-linear effects testing, fixed-effects individual slopes, and alternative moderator analyses. This study cautions against assuming short-term market value of AI service innovations in manufacturing.",3,INNOV,include,,"market reactions to AI service patents -> firm value (negative), 3899 firms 1980-2020, conditions"
2-s2.0-105038444900,10.1016/j.iref.2026.105364,2026,Qiu X.; Gan X.; Zhang C.,Qiu X.,Generative AI–based readability as a measure of disclosure quality: Evidence from ESG rating divergence,International Review of Economics and Finance,10590560,,109,,0,1,CSR report | ESG rating divergence | Generative AI | Greenwashing | Readability,"ESG ratings have become an increasingly important tool for evaluating firms' non-financial performance. However, substantial divergences across rating agencies weaken their credibility and exacerbate information asymmetry in capital markets. Using CSR reports of Chinese listed companies from 2015 to 2023, this study develops a novel readability metric based on GPT-4.1, fine-tuned with domain-specific corpora. The fine-tuned model outperformed traditional lexical measures and the non-fine-tuned model in scoring stability, discriminative power, and contextual adaptability, thus advancing from simple “model application” to “framework innovation.” In addition, AI-assessed readability was significantly and negatively associated with ESG rating divergence, indicating that higher disclosure quality helps reduce inter-agency disagreement and information asymmetry. In contrast, conventional lexical indicators exhibited no significant effect. Further analysis demonstrated that corporate greenwashing weakened this mitigating role. Mechanism tests provide evidence that readability reduces divergence primarily by improving disclosure quality and limiting negative media sentiment. The effect was stronger among firms with green investors, higher-quality firm–investor interactions, and Global Reporting Initiative-based reporting. Sub-dimension analysis revealed that readability mainly alleviated divergence in the social and governance dimensions, while showing a limited impact on the environmental dimension. This study highlights the essential role of non-financial disclosure quality in enhancing the information environment and improving ESG rating consistency, offering novel financial evidence for investors’ risk assessment and regulatory policy refinement.",2,ECON,exclude,E3,GPT-based readability metric development; AI as method
2-s2.0-105022126895,10.1016/j.technovation.2025.103429,2026,Renfei C.; Zhongwen L.; Guangfei Y.; Wenli L.; Zitong G.,Renfei C.,Exploring how artificial intelligence capabilities impact corporate sustainability performance: Insights from Chinese manufacturing firms,Technovation,01664972,,149,,2,0,Artificial intelligence capabilities | Corporate sustainability performance | Dynamic capabilities | Types of manufacturing firms,"In the context of digital transformation, the driving mechanism of Artificial Intelligence capabilities (AIC) on corporate sustainability performance (CSP) and its organizational boundary requirements have emerged as a key topic in advancing digital sustainability, both in theory and practice. This study is based on dynamic capabilities theory (DCT) and sustainable development theory, and reveals the micro-mechanisms and boundary conditions of AIC driving CSP. By extending the traditional application of AI and dynamic capabilities from competitive advantage to sustainability, this study provides a novel theoretical lens for digital sustainability. This study empirically analyzes data from Chinese manufacturing enterprises through the PLS-SEM method. The findings reveal that AIC significantly enhances CSP through a tiered enabling mechanism, but prescriptive capabilities fail to achieve their intended effects. The type of manufacturing firm constitutes a core boundary condition, and there is significant variability in the sustainable performance of AIC exerted under traditional manufacturing and Industry 4.0 manufacturing firms. The impact of AIC on CSP is significantly weaker in traditional manufacturing firms than in Industry 4.0 manufacturing firms. By adopting a dynamic capabilities perspective, this study examines the role of DCT-based AIC in enhancing CSP, expanding the prevailing technical viewpoint on their interrelationship and providing a compelling justification for integrating AI into digital sustainability frameworks. These findings offer manufacturers actionable insights for harnessing AI technologies to achieve sustainable performance during digital transformation.",3,INNOV,include,,"FULL-TEXT VERDICT: include. CSP measure contains explicit economic-performance dimension (EP01-EP04: cost reduction, waste revenue); firm-level PLS-SEM; AIC focal predictor; Industry-4.0 vs traditional as boundary condition"
2-s2.0-105033219502,10.1016/j.techfore.2026.124640,2026,Rennings M.; Plantec Q.; Waßenhoven A.; Sternberger C.; Lai M.Y.; Bröring S.,Rennings M.,How do incumbents use AI technologies to strategically renew their innovation portfolios?,Technological Forecasting and Social Change,00401625,,227,,0,1,Agriculture | Artificial intelligence | Negative binominal regression | Patent data | Strategic renewal,"The strategic use of Artificial Intelligence (AI) to enhance firms' innovation and drive sector-specific technological progress remains underexplored. This study proposes a typology of AI-based inventions, distinguishing between Discontinuous Strategic Renewal Inventions (DSRI) that initiate new technological directions, Follow-on DSRI that extend developments along those new paths, and Continuous Strategic Renewal Inventions (CSRI) that augment existing innovation portfolios. Focusing on the agricultural sector, we analyse a dataset of 14,400 patents from incumbents and new entrants that have leveraged their expertise to integrate AI technologies into their innovation strategies. Using negative binomial regression, we investigate the impact of these AI invention types on strategic renewal efforts. Our results underscore the pivotal role of DSRI, particularly Follow-on DSRI, in driving technological advancement. Contrary to prevailing assumptions, we find that the benefits of strategically implementing AI vary markedly between industries, with traditional agricultural firms typically making greater gains than entrants from the electronics or machinery sectors. The study underscores the strategic imperative for old and new players in the market to persistently explore disruptive AI technologies to unlock new technological avenues and competitive advantages.",3,INNOV,exclude,E4,"FULL-TEXT VERDICT: DV = standardised forward citations of patent families (technological impact), no firm performance/CA outcome"
2-s2.0-105027975903,10.1016/j.orgdyn.2025.101202,2026,Sarkar A.,Sarkar A.,From AI hype to workflow reality: a strategic framework for integrating generative AI across organizational functions,Organizational Dynamics,00902616,,55,,1,1,AI adoption | Generative AI | Organizational change | Prompt engineering | Workflow integration,"Despite unprecedented AI investment, 74% of companies struggle to achieve value from AI initiatives. This disconnect stems not from technological limitations but from the absence of strategic frameworks that embed AI into workflow processes. This article presents a four-phase framework for integrating generative AI across organizational functions: Explore, Codify, Integrate, and Elevate. Unlike traditional technology adoption models, this framework emphasizes prompt strategy and workflow integration as primary transformation drivers. Through functional analysis of marketing, human resources, and operations, we demonstrate how organizations can move from scattered experimentation to systematic integration by treating prompt engineering as a core organizational capability. The framework addresses three critical adoption traps: the Pilot Trap, Policy Trap, and Skill Trap. By providing concrete examples and implementation roadmaps, this article offers practitioners a pathway to transform AI from technological curiosity into a competitive advantage embedded in daily workflows.",3,ORG STUD,exclude,E1,conceptual four-phase GenAI integration framework
